id,property_type,room_type,host_id,bedroom,beds,bathroom
6369,Private room in rental unit,Private room,13660,1 bedroom,1 bed,1 private bath
21853,Private room in rental unit,Private room,83531,1 bedroom,1 bed,1 bath
24805,Entire rental unit,Entire home/apt,346366726,6 bedrooms,1 bed,1 bath
361053,Entire rental unit,Entire home/apt,1729503,2 bedrooms,4 beds,1 bath
30320,Entire rental unit,Entire home/apt,130907,1 bedroom,2 beds,1 bath
363476,Private room in rental unit,Private room,1836617,1 bedroom,1 bed,1.5 shared baths
30959,Entire loft,Entire home/apt,132883,1 bedroom,1 bed,1 bath
371532,Entire rental unit,Entire home/apt,1871034,1 bedroom,2 beds,1 bath
40718,Entire rental unit,Entire home/apt,34217435,1 bedroom,2 beds,1 bath
374558,Entire rental unit,Entire home/apt,1884261,1 bedroom,2 beds,1 bath
40916,Entire rental unit,Entire home/apt,130907,1 bedroom,3 beds,1 bath
62423,Private room in rental unit,Private room,303845,1 bedroom,2 beds,1.5 shared baths
375472,Private room in rental unit,Private room,1888816,1 bedroom,1 bed,1.5 shared baths
70073,Entire rental unit,Entire home/apt,353738,1 bedroom,1 bed,1 bath
376379,Entire loft,Entire home/apt,1892467,1 bedroom,1 bed,1 bath
70310,Entire rental unit,Entire home/apt,353738,1 bedroom,2 beds,1 bath
382511,Entire rental unit,Entire home/apt,1917171,1 bedroom,3 beds,1.5 baths
74352,Entire rental unit,Entire home/apt,391014,1 bedroom,2 beds,1 bath
396532,Entire rental unit,Entire home/apt,1981346,1 bedroom,2 beds,1 bath
397778,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
82481,Entire rental unit,Entire home/apt,448981,1 bedroom,1 bed,1 bath
398450,Entire rental unit,Entire home/apt,2150362,1 bedroom,2 beds,1 bath
402588,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
404569,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
84719,Entire rental unit,Entire home/apt,259229,1 bedroom,1 bed,1 bath
406341,Private room in rental unit,Private room,2024487,1 bedroom,2 beds,1.5 baths
414763,Entire rental unit,Entire home/apt,1408525,Studio,1 bed,1 bath
86042,Entire rental unit,Entire home/apt,364585,3 bedrooms,3 beds,1 bath
89954,Entire loft,Entire home/apt,487095,2 bedrooms,3 beds,1 bath
415967,Entire rental unit,Entire home/apt,2068619,1 bedroom,1 bed,1 bath
93100,Private room in rental unit,Private room,499977,3 bedrooms,2 beds,2 baths
427407,Entire rental unit,Entire home/apt,2106353,Studio,2 beds,1.5 baths
100411,Entire rental unit,Entire home/apt,527760,1 bedroom,1 bed,1 bath
429306,Entire condo,Entire home/apt,2134007,2 bedrooms,4 beds,2 baths
102040,Private room in rental unit,Private room,533936,1 bedrooms,1 beds,0 bathrooms
429604,Entire rental unit,Entire home/apt,2106353,Studio,2 beds,1.5 baths
103541,Entire rental unit,Entire home/apt,361930,2 bedrooms,3 beds,2 baths
449218,Entire rental unit,Entire home/apt,2230279,1 bedroom,1 bed,1 bath
114854,Entire rental unit,Entire home/apt,361930,1 bedroom,2 beds,1 bath
120293,Private room in rental unit,Private room,605612,1 bedroom,2 beds,1 shared bath
451174,Private room in casa particular,Private room,2240898,1 bedroom,1 bed,1.5 baths
123864,Entire rental unit,Entire home/apt,605612,Studio,2 beds,1 bath
456165,Private room in guest suite,Private room,617086,1 bedroom,1 bed,1 shared bath
459303,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
132428,Private room in rental unit,Private room,650803,1 bedroom,1 bed,1 bath
136058,Private room in rental unit,Private room,666482,1 bedroom,1 bed,1 shared bath
150123,Entire rental unit,Entire home/apt,723539,1 bedroom,1 bed,1 bath
459362,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
163429,Entire loft,Entire home/apt,780107,1 bedroom,2 beds,1 bath
167183,Private room in chalet,Private room,796746,1 bedroom,1 bed,1 private bath
177523,Entire rental unit,Entire home/apt,596469,Studio,1 bed,1 bath
196197,Entire rental unit,Entire home/apt,852616,1 bedroom,1 bed,1 bath
200828,Entire rental unit,Entire home/apt,75944,1 bedrooms,1 beds,0 bathrooms
462072,Entire rental unit,Entire home/apt,2296476,2 bedrooms,4 beds,1 bath
204570,Entire rental unit,Entire home/apt,1004721,2 bedrooms,2 beds,2 baths
205199,Entire condo,Entire home/apt,1008659,Studio,1 bed,1 bath
209373,Private room in rental unit,Private room,1031664,1 bedroom,1 bed,1 shared bath
468202,Entire rental unit,Entire home/apt,2322563,1 bedroom,1 bed,1.5 baths
211444,Private room in rental unit,Private room,1090760,1 bedroom,1 bed,1 shared bath
469231,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
217674,Entire rental unit,Entire home/apt,1732442,2 bedrooms,6 beds,1 bath
470132,Entire rental unit,Entire home/apt,2332600,1 bedroom,2 beds,1 bath
471198,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
219303,Private room in rental unit,Private room,499977,3 bedrooms,2 beds,2 shared baths
221017,Entire rental unit,Entire home/apt,1146227,2 bedrooms,5 beds,2 baths
225489,Private room in rental unit,Private room,1172225,1 bedroom,1 bed,1 shared bath
471328,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
229664,Entire rental unit,Entire home/apt,1130651,1 bedroom,2 beds,Half-bath
256004,Entire rental unit,Entire home/apt,1732442,3 bedrooms,8 beds,1 bath
479718,Private room in rental unit,Private room,2376402,1 bedroom,1 bed,2 shared baths
482122,Entire rental unit,Entire home/apt,1408525,1 bedroom,1 bed,1 bath
491070,Entire rental unit,Entire home/apt,2427722,1 bedroom,1 bed,1 bath
499911,Entire rental unit,Entire home/apt,2467212,2 bedrooms,4 beds,1 bath
258713,Entire condo,Entire home/apt,1359945,1 bedroom,1 bed,1 bath
502918,Private room in rental unit,Private room,2480913,2 bedrooms,1 bed,1 shared bath
260656,Entire rental unit,Entire home/apt,1367452,1 bedroom,1 bed,1 bath
506956,Entire rental unit,Entire home/apt,1932547,2 bedrooms,3 beds,1 bath
507614,Entire rental unit,Entire home/apt,2501740,2 bedrooms,2 beds,1.5 baths
260951,Entire loft,Entire home/apt,1351865,4 bedrooms,4 beds,1.5 baths
510973,Shared room in rental unit,Shared room,2517520,1 bedroom,3 beds,2 shared baths
261878,Entire loft,Entire home/apt,1373873,1 bedroom,1 bed,1 bath
514917,Private room in rental unit,Private room,83531,1 bedroom,1 bed,1 shared bath
515008,Private room in rental unit,Private room,2536524,1 bedroom,1 bed,2 shared baths
263748,Entire loft,Entire home/apt,1351865,2 bedrooms,3 beds,1 bath
518208,Private room in rental unit,Private room,2536524,1 bedroom,1 bed,2 shared baths
268275,Entire rental unit,Entire home/apt,1406073,1 bedroom,3 beds,1 bath
521329,Private room in rental unit,Private room,2563986,1 bedrooms,1 beds,0 bathrooms
272279,Entire rental unit,Entire home/apt,1425071,1 bedroom,1 bed,1 bath
522563,Entire rental unit,Entire home/apt,1652272,2 bedrooms,2 beds,1.5 baths
280733,Entire serviced apartment,Entire home/apt,596469,1 bedroom,2 beds,1 bath
281224,Entire rental unit,Entire home/apt,1466005,1 bedroom,2 beds,1 bath
524003,Private room in rental unit,Private room,2576044,1 bedroom,1 bed,1 private bath
287660,Private room in rental unit,Private room,1496188,1 bedroom,2 beds,1 bath
526162,Private room in rental unit,Private room,2249249,1 bedrooms,1 beds,0 bathrooms
289555,Private room in rental unit,Private room,901218,1 bedroom,2 beds,1 shared bath
526513,Entire rental unit,Entire home/apt,1134989,2 bedrooms,4 beds,1 bath
531677,Private room in rental unit,Private room,2613319,1 bedroom,1 bed,1 shared bath
536574,Entire home,Entire home/apt,447969,5 bedrooms,9 beds,0 bathrooms
294520,Private room in rental unit,Private room,1522694,1 bedroom,3 beds,1 shared bath
540937,Entire rental unit,Entire home/apt,2659070,1 bedroom,1 bed,1 bath
294529,Private room in rental unit,Private room,1522694,1 bedroom,1 bed,1 shared bath
544736,Private room in casa particular,Private room,1284868,1 bedroom,1 bed,1 shared bath
297017,Entire rental unit,Entire home/apt,4677030,1 bedroom,2 beds,1 bath
310333,Entire rental unit,Entire home/apt,1596220,2 bedrooms,4 beds,1 bath
336672,Entire rental unit,Entire home/apt,1716726,4 bedrooms,4 beds,2 baths
336834,Entire rental unit,Entire home/apt,1713427,2 bedrooms,3 beds,1 bath
548995,Entire rental unit,Entire home/apt,2673517,2 bedrooms,3 beds,1 bath
339144,Entire rental unit,Entire home/apt,1721158,1 bedroom,2 beds,1 bath
339171,Entire rental unit,Entire home/apt,1722284,1 bedroom,2 beds,1 bath
341939,Entire rental unit,Entire home/apt,1694537,1 bedroom,1 bed,1 bath
552183,Private room in rental unit,Private room,2713304,1 bedroom,1 bed,1 shared bath
342095,Entire rental unit,Entire home/apt,1703448,1 bedroom,2 beds,1 bath
345249,Entire rental unit,Entire home/apt,1751133,3 bedrooms,4 beds,1.5 baths
558690,Entire rental unit,Entire home/apt,2747005,3 bedrooms,4 beds,2 baths
347510,Entire rental unit,Entire home/apt,1751133,3 bedrooms,3 beds,2.5 baths
560941,Entire rental unit,Entire home/apt,596469,1 bedroom,1 bed,1 bath
354838,Entire rental unit,Entire home/apt,1496188,2 bedrooms,3 beds,1 bath
695909,Entire rental unit,Entire home/apt,3021792,3 bedrooms,4 beds,1 bath
565152,Entire rental unit,Entire home/apt,2779192,2 bedrooms,2 beds,1 bath
696928,Shared room in rental unit,Shared room,3569462,2 bedrooms,4 beds,1.5 shared baths
566241,Entire rental unit,Entire home/apt,2785251,1 bedroom,2 beds,1 bath
704155,Entire loft,Entire home/apt,3606346,1 bedroom,1 bed,1 bath
568190,Private room in rental unit,Private room,2795931,1 bedroom,1 bed,1 bath
570158,Private room in rental unit,Private room,2347489,2 bedrooms,1 beds,0 bathrooms
708275,Entire loft,Entire home/apt,2785251,Studio,2 beds,1 bath
572048,Private room in rental unit,Private room,1689652,1 bedrooms,1 beds,0 bathrooms
576487,Entire home,Entire home/apt,2312712,2 bedrooms,6 beds,1 bath
588382,Entire home,Entire home/apt,2902269,2 bedrooms,3 beds,2 baths
709208,Entire rental unit,Entire home/apt,3648882,1 bedroom,1 bed,1.5 baths
588518,Entire loft,Entire home/apt,2267893,1 bedroom,1 bed,1 bath
710156,Private room in rental unit,Private room,3654886,1 bedroom,2 beds,1 shared bath
590710,Private room in condo,Private room,2913511,1 bedroom,1 bed,1 private bath
716292,Entire rental unit,Entire home/apt,3691303,1 bedroom,4 beds,1 bath
594298,Entire rental unit,Entire home/apt,153391,2 bedrooms,2 beds,1.5 baths
717313,Entire rental unit,Entire home/apt,3698406,1 bedroom,1 bed,2 baths
598771,Entire rental unit,Entire home/apt,2678039,1 bedroom,1 bed,1 bath
599134,Entire condo,Entire home/apt,1567773,1 bedroom,1 bed,1 bath
721377,Entire loft,Entire home/apt,3724500,1 bedroom,1 bed,1 bath
604150,Entire rental unit,Entire home/apt,2990747,1 bedrooms,1 beds,0 bathrooms
723088,Entire rental unit,Entire home/apt,2555202,2 bedrooms,3 beds,2 baths
724700,Entire rental unit,Entire home/apt,3746437,1 bedroom,2 beds,1 bath
604632,Private room in rental unit,Private room,2993477,2 bedrooms,2 beds,1 bath
727588,Entire rental unit,Entire home/apt,498646,2 bedrooms,2 beds,1 bath
605339,Private room in home,Private room,2783896,1 bedroom,1 bed,1 shared bath
728978,Entire loft,Entire home/apt,1566057,1 bedroom,2 beds,1 bath
607548,Private room in rental unit,Private room,3010452,1 bedroom,3 beds,1 bath
730347,Entire serviced apartment,Entire home/apt,3797913,2 bedrooms,5 beds,2 baths
608742,Entire rental unit,Entire home/apt,3017315,Studio,1 bed,1 bath
730502,Entire rental unit,Entire home/apt,3797913,2 bedrooms,5 beds,2 baths
733365,Private room in home,Private room,3821608,1 bedroom,1 bed,1 shared bath
610675,Entire rental unit,Entire home/apt,2174652,1 bedroom,2 beds,1 bath
616027,Private room in rental unit,Private room,3053021,1 bedroom,1 bed,1 shared bath
734053,Private room in home,Private room,3825783,1 bedroom,1 bed,1 bath
618576,Entire rental unit,Entire home/apt,3017315,Studio,2 beds,1 bath
745664,Private room in rental unit,Private room,3591751,1 bedroom,2 beds,1 shared bath
745744,Entire rental unit,Entire home/apt,3797913,1 bedroom,1 bed,1 bath
625566,Entire home,Entire home/apt,2773350,1 bedroom,1 bed,2 baths
747873,Entire rental unit,Entire home/apt,1625657,1 bedroom,1 bed,1 bath
631737,Entire condo,Entire home/apt,3141727,1 bedrooms,1 beds,0 bathrooms
748854,Private room in rental unit,Private room,1888816,1 bedroom,1 bed,1.5 shared baths
643471,Private room in rental unit,Private room,3290138,1 bedroom,4 beds,2 shared baths
749957,Entire rental unit,Entire home/apt,124972,Studio,1 bed,1 bath
750257,Entire rental unit,Entire home/apt,130907,1 bedroom,1 bed,1 bath
751527,Entire rental unit,Entire home/apt,3951702,4 bedrooms,6 beds,2.5 baths
644656,Private room in rental unit,Private room,3226403,1 bedroom,1 bed,1 shared bath
655514,Private room in rental unit,Private room,3226403,1 bedroom,2 beds,1 shared bath
751530,Entire rental unit,Entire home/apt,3898452,1 bedroom,2 beds,1 bath
661255,Entire rental unit,Entire home/apt,3338284,1 bedroom,1 bed,1 bath
752424,Entire rental unit,Entire home/apt,216570,2 bedrooms,3 beds,1 bath
663761,Private room in home,Private room,3352121,1 bedroom,2 beds,1 bath
752515,Entire rental unit,Entire home/apt,3438657,1 bedroom,1 bed,1 bath
668753,Private room in rental unit,Private room,3385307,1 bedroom,1 bed,1 private bath
752883,Private room in rental unit,Private room,3960415,1 bedrooms,1 beds,0 bathrooms
754678,Entire rental unit,Entire home/apt,3961468,3 bedrooms,5 beds,2 baths
676566,Entire rental unit,Entire home/apt,3317937,2 bedrooms,3 beds,1 bath
755587,Entire rental unit,Entire home/apt,3898452,1 bedroom,2 beds,1 bath
758670,Private room in rental unit,Private room,2536524,1 bedroom,1 bed,2 shared baths
683208,Entire rental unit,Entire home/apt,9228673,4 bedrooms,4 beds,3 baths
760482,Entire rental unit,Entire home/apt,4008643,3 bedrooms,5 beds,2 baths
683969,Entire rental unit,Entire home/apt,3487329,1 bedrooms,1 beds,0 bathrooms
761098,Entire serviced apartment,Entire home/apt,4012305,1 bedroom,1 bed,1 bath
761159,Entire rental unit,Entire home/apt,4012290,1 bedroom,2 beds,1 bath
684564,Entire rental unit,Entire home/apt,1941314,1 bedroom,2 beds,1 bath
763214,Entire rental unit,Entire home/apt,4032439,1 bedroom,2 beds,1 bath
685152,Entire home,Entire home/apt,3494012,4 bedrooms,12 beds,3 baths
766160,Entire rental unit,Entire home/apt,4036376,1 bedroom,1 bed,1 bath
688795,Entire rental unit,Entire home/apt,1732442,2 bedrooms,6 beds,2 baths
689099,Private room in rental unit,Private room,3357259,1 bedroom,1 bed,2 baths
768311,Entire loft,Entire home/apt,4053105,1 bedroom,1 bed,1 bath
772646,Entire rental unit,Entire home/apt,3606346,Studio,1 bed,1 bath
780397,Entire rental unit,Entire home/apt,4068975,3 bedrooms,6 beds,2 baths
780684,Private room in rental unit,Private room,2057313,1 bedroom,2 beds,1 shared bath
780743,Private room in rental unit,Private room,2057313,1 bedroom,1 bed,1 shared bath
692358,Entire rental unit,Entire home/apt,3540348,3 bedrooms,4 beds,2 baths
783647,Private room in rental unit,Private room,4132185,1 bedroom,1 bed,1 shared bath
694867,Entire rental unit,Entire home/apt,3540348,3 bedrooms,3 beds,1 bath
923140,Entire rental unit,Entire home/apt,1574604,2 bedrooms,2 beds,1 bath
793618,Entire rental unit,Entire home/apt,23603298,3 bedrooms,5 beds,3.5 baths
793622,Entire rental unit,Entire home/apt,4181071,1 bedroom,1 bed,1 bath
923645,Entire rental unit,Entire home/apt,4967875,2 bedrooms,3 beds,1 bath
797030,Entire rental unit,Entire home/apt,4198169,2 bedrooms,2 beds,2 baths
925250,Private room in rental unit,Private room,4975799,1 bedroom,1 bed,1 private bath
804681,Private room in home,Private room,4235741,1 bedrooms,1 beds,0 bathrooms
925339,Entire loft,Entire home/apt,4977367,2 bedrooms,3 beds,1 bath
814586,Entire rental unit,Entire home/apt,4277536,2 bedrooms,2 beds,1 bath
926653,Entire rental unit,Entire home/apt,2864064,1 bedroom,2 beds,1 bath
814647,Private room in home,Private room,4159117,1 bedrooms,1 beds,0 bathrooms
933326,Entire rental unit,Entire home/apt,153695733,2 bedrooms,3 beds,1 bath
814731,Shared room in hut,Shared room,4280501,1 bedrooms,1 beds,0 bathrooms
938410,Entire rental unit,Entire home/apt,9228673,2 bedrooms,4 beds,2 baths
814870,Private room in rental unit,Private room,4281126,1 bedroom,1 bed,2 shared baths
940649,Entire rental unit,Entire home/apt,5084073,2 bedrooms,3 beds,1.5 baths
815818,Entire rental unit,Entire home/apt,4286142,1 bedroom,1 bed,1 bath
817184,Entire rental unit,Entire home/apt,4292037,2 bedrooms,2 beds,1 bath
948141,Entire rental unit,Entire home/apt,4722486,1 bedroom,2 beds,1 bath
817848,Entire rental unit,Entire home/apt,4295642,1 bedroom,1 bed,1 bath
948963,Private room in home,Private room,2783896,1 bedroom,1 bed,1 bath
819738,Entire rental unit,Entire home/apt,4305310,2 bedrooms,4 beds,2 baths
958020,Entire rental unit,Entire home/apt,5211661,1 bedroom,1 bed,1 bath
821860,Private room in rental unit,Private room,4280501,1 bedroom,1 bed,1 private bath
833871,Entire rental unit,Entire home/apt,4292037,1 bedroom,2 beds,1 bath
979312,Private room in rental unit,Private room,5360317,1 bedrooms,1 beds,0 bathrooms
834562,Entire rental unit,Entire home/apt,4365768,4 bedrooms,7 beds,2.5 baths
981016,Entire rental unit,Entire home/apt,534128,2 bedrooms,3 beds,1 bath
983019,Private room in rental unit,Private room,5386601,1 bedroom,1 bed,1 shared bath
834675,Private room in rental unit,Private room,4190662,1 bedroom,2 beds,1.5 baths
835333,Entire loft,Entire home/apt,153391,1 bedroom,1 bed,1 bath
983410,Entire rental unit,Entire home/apt,5389129,Studio,1 bed,1 bath
989063,Entire home,Entire home/apt,3585435,1 bedrooms,1 beds,0 bathrooms
1003602,Entire rental unit,Entire home/apt,1130651,1 bedroom,2 beds,1 bath
838698,Private room in rental unit,Private room,4281126,1 bedroom,2 beds,2 shared baths
1037715,Entire rental unit,Entire home/apt,5712665,1 bedroom,2 beds,1 bath
838712,Private room in rental unit,Private room,4281126,1 bedroom,1 bed,2 baths
840561,Entire rental unit,Entire home/apt,4279976,1 bedroom,1 bed,1 bath
842078,Entire rental unit,Entire home/apt,4396676,1 bedroom,2 beds,1 bath
1039454,Entire rental unit,Entire home/apt,4967875,1 bedroom,2 beds,1 bath
1044902,Private room in home,Private room,5751753,1 bedrooms,1 beds,0 bathrooms
844856,Entire rental unit,Entire home/apt,4410687,1 bedroom,1 bed,1 bath
1053180,Entire rental unit,Entire home/apt,5798033,2 bedrooms,4 beds,1 bath
846558,Private room in rental unit,Private room,2489796,1 bedroom,1 bed,1 shared bath
847273,Entire rental unit,Entire home/apt,4424222,4 bedrooms,5 beds,2 baths
848480,Entire rental unit,Entire home/apt,153391,3 bedrooms,3 beds,2.5 baths
1053662,Private room in rental unit,Private room,5801580,1 bedroom,1 bed,1 shared bath
853804,Entire rental unit,Entire home/apt,4247556,1 bedroom,1 bed,1 bath
1055724,Private room in rental unit,Private room,5814460,1 bedroom,1 bed,2 baths
1057560,Entire rental unit,Entire home/apt,5824815,3 bedrooms,5 beds,2 baths
862462,Entire rental unit,Entire home/apt,2456671,1 bedroom,2 beds,1 bath
1059084,Entire rental unit,Entire home/apt,5831420,1 bedroom,1 bed,1 bath
862752,Private room in rental unit,Private room,4522970,1 bedroom,1 bed,1 shared bath
1065075,Private room in rental unit,Private room,5735364,1 bedroom,1 bed,1.5 baths
1067941,Entire home,Entire home/apt,5876034,2 bedrooms,2 beds,2 baths
864488,Entire rental unit,Entire home/apt,3631892,1 bedroom,2 beds,1 bath
869674,Entire home,Entire home/apt,4582755,1 bedrooms,1 beds,0 bathrooms
871387,Entire loft,Entire home/apt,4504807,1 bedroom,2 beds,1 bath
1069174,Entire rental unit,Entire home/apt,5896428,1 bedroom,1 bed,1 bath
1079119,Entire rental unit,Entire home/apt,19639638,1 bedroom,2 beds,1 bath
874029,Private room in rental unit,Private room,4603165,1 bedroom,2 beds,1 private bath
1082942,Entire rental unit,Entire home/apt,2228918,1 bedroom,2 beds,1 bath
874273,Entire rental unit,Entire home/apt,4575984,2 bedrooms,2 beds,1 bath
874842,Entire rental unit,Entire home/apt,4618098,1 bedroom,1 bed,1 bath
1085217,Private room in rental unit,Private room,3612732,1 bedroom,1 bed,1 shared bath
886019,Entire rental unit,Entire home/apt,4697070,3 bedrooms,6 beds,1.5 baths
1085898,Entire rental unit,Entire home/apt,2044655,1 bedroom,2 beds,1 bath
888289,Entire rental unit,Entire home/apt,4710774,1 bedroom,1 bed,1 bath
1086060,Entire rental unit,Entire home/apt,5969817,1 bedroom,1 bed,1 bath
891946,Entire rental unit,Entire home/apt,4739098,1 bedroom,1 bed,1 bath
1086124,Entire rental unit,Entire home/apt,2044655,1 bedroom,2 beds,1 bath
892453,Private room in home,Private room,2783896,1 bedroom,1 bed,1 bath
1087049,Entire rental unit,Entire home/apt,2044655,3 bedrooms,4 beds,2 baths
893195,Entire serviced apartment,Entire home/apt,4735460,1 bedroom,2 beds,1 bath
1092467,Entire rental unit,Entire home/apt,153391,1 bedroom,1 bed,1 bath
896209,Entire condo,Entire home/apt,4777959,1 bedroom,4 beds,1 bath
1092967,Entire loft,Entire home/apt,993166,1 bedroom,1 bed,1 bath
1106495,Entire rental unit,Entire home/apt,6075016,1 bedroom,1 bed,1 bath
903707,Entire rental unit,Entire home/apt,4831338,2 bedrooms,2 beds,1 bath
1112289,Private room in rental unit,Private room,6104199,1 bedroom,1 bed,Shared half-bath
904741,Entire rental unit,Entire home/apt,4839888,2 bedrooms,3 beds,1 bath
1113817,Entire rental unit,Entire home/apt,138958364,1 bedrooms,1 beds,0 bathrooms
904769,Entire rental unit,Entire home/apt,4839888,1 bedroom,1 bed,1 bath
1121429,Entire rental unit,Entire home/apt,6152491,Studio,2 beds,1 bath
904775,Entire rental unit,Entire home/apt,4839888,2 bedrooms,3 beds,2 baths
907386,Entire rental unit,Entire home/apt,4860266,1 bedroom,2 beds,1.5 baths
1126038,Private room in rental unit,Private room,6191568,1 bedroom,1 beds,0 bathrooms
1130775,Entire rental unit,Entire home/apt,1450378,1 bedrooms,1 beds,0 bathrooms
912617,Private room in rental unit,Private room,4897332,1 bedrooms,1 beds,0 bathrooms
1130788,Entire rental unit,Entire home/apt,1450378,1 bedroom,1 bed,1 bath
1133140,Entire rental unit,Entire home/apt,641820,1 bedrooms,1 beds,0 bathrooms
913536,Private room in rental unit,Private room,4903694,1 bedroom,1 bed,1 bath
914057,Private room in rental unit,Private room,4905854,1 bedroom,2 beds,1 private bath
1145784,Entire rental unit,Entire home/apt,6282893,Studio,2 beds,1 bath
1357593,Entire rental unit,Entire home/apt,852616,1 bedroom,1 bed,1 bath
1146228,Entire rental unit,Entire home/apt,6284655,1 bedroom,2 beds,1 bath
1152829,Entire rental unit,Entire home/apt,6282893,1 bedroom,2 beds,1 bath
1362092,Entire rental unit,Entire home/apt,7394119,1 bedroom,1 bed,1 bath
1161437,Private room in home,Private room,547389,1 bedrooms,1 beds,0 bathrooms
1162707,Private room in rental unit,Private room,1706029,1 bedroom,1 bed,2 shared baths
1362476,Entire rental unit,Entire home/apt,7375454,2 bedrooms,3 beds,1 bath
1168731,Entire rental unit,Entire home/apt,1703448,1 bedroom,1 bed,1 bath
1174292,Private room in rental unit,Private room,6427023,1 bedrooms,1 beds,0 bathrooms
1380233,Entire rental unit,Entire home/apt,7420783,1 bedroom,2 beds,1 bath
1395084,Private room in home,Private room,7539510,1 bedroom,2 beds,1 private bath
1176241,Entire rental unit,Entire home/apt,6436336,1 bedroom,2 beds,1 bath
1182242,Entire rental unit,Entire home/apt,6466920,3 bedrooms,4 beds,1 bath
1184735,Entire rental unit,Entire home/apt,4112877,2 bedrooms,3 beds,1 bath
1398273,Private room in rental unit,Private room,7552386,1 bedrooms,1 beds,0 bathrooms
1209383,Private room in rental unit,Private room,4790263,1 bedroom,2 beds,1.5 shared baths
1408400,Entire rental unit,Entire home/apt,7595958,1 bedroom,2 beds,1 bath
1209661,Entire rental unit,Entire home/apt,3331390,2 bedrooms,3 beds,2 baths
1426027,Entire condo,Entire home/apt,5633658,2 bedrooms,3 beds,1 bath
1220946,Entire rental unit,Entire home/apt,6566447,2 bedrooms,2 beds,1 bath
1227155,Private room in rental unit,Private room,6693661,1 bedroom,1 bed,1 shared bath
1426530,Entire rental unit,Entire home/apt,7527702,1 bedroom,2 beds,1.5 baths
1230570,Entire rental unit,Entire home/apt,6598518,1 bedroom,2 beds,1 bath
1248292,Entire rental unit,Entire home/apt,6566447,1 bedroom,1 bed,1 bath
1251520,Private room in rental unit,Private room,6818751,1 bedroom,1 bed,2 baths
1427336,Entire rental unit,Entire home/apt,4977367,1 bedroom,2 beds,1 bath
1254418,Entire rental unit,Entire home/apt,6832983,1 bedrooms,1 beds,0 bathrooms
1430003,Entire rental unit,Entire home/apt,2564339,1 bedroom,2 beds,1 bath
1254955,Entire rental unit,Entire home/apt,6730063,2 bedrooms,2 beds,1 bath
1431541,Entire rental unit,Entire home/apt,7448200,3 bedrooms,7 beds,2 baths
1256157,Entire rental unit,Entire home/apt,2067969,1 bedroom,1 bed,1 bath
1256570,Private room in rental unit,Private room,6844474,1 bedroom,1 bed,1 shared bath
1434789,Entire rental unit,Entire home/apt,2564339,2 bedrooms,2 beds,2 baths
1263062,Private room in condo,Private room,4304796,1 bedroom,1 bed,1 shared bath
1443639,Entire rental unit,Entire home/apt,7751680,1 bedroom,2 beds,1 bath
1263329,Private room in condo,Private room,4304796,1 bedroom,2 beds,1 shared bath
1266548,Entire rental unit,Entire home/apt,4839888,1 bedroom,1 bed,1 bath
1463482,Entire bungalow,Entire home/apt,7828783,1 bedroom,1 bed,1 bath
1267730,Entire rental unit,Entire home/apt,6566447,2 bedrooms,2 beds,1 bath
1473278,Entire rental unit,Entire home/apt,7652350,3 bedrooms,5 beds,2 baths
1272747,Entire rental unit,Entire home/apt,4839888,1 bedroom,1 bed,1 bath
1273055,Entire rental unit,Entire home/apt,6928584,2 bedrooms,2 beds,1 bath
1482007,Entire rental unit,Entire home/apt,6895308,4 bedrooms,1 bed,1.5 baths
1485339,Entire rental unit,Entire home/apt,7943769,1 bedroom,1 bed,1 bath
1274889,Entire rental unit,Entire home/apt,2833018,2 bedrooms,3 beds,1 bath
1491263,Private room in rental unit,Private room,6191568,1 bedroom,1 bed,1 bath
1275293,Entire rental unit,Entire home/apt,4003806,2 bedrooms,2 beds,2 baths
1281843,Entire rental unit,Entire home/apt,6871745,1 bedrooms,1 beds,0 bathrooms
1496117,Entire rental unit,Entire home/apt,6075016,1 bedroom,2 beds,1.5 baths
1289823,Entire loft,Entire home/apt,142989,1 bedroom,3 beds,1.5 baths
1296584,Entire rental unit,Entire home/apt,7049661,2 bedrooms,2 beds,1 bath
1500875,Entire rental unit,Entire home/apt,4839888,1 bedroom,1 bed,1 bath
1507595,Entire rental unit,Entire home/apt,5574921,3 bedrooms,5 beds,1 bath
1297217,Entire rental unit,Entire home/apt,4190343,1 bedroom,1 bed,1 bath
1518919,Entire loft,Entire home/apt,8107464,1 bedroom,2 beds,1.5 baths
1298830,Entire rental unit,Entire home/apt,7062138,2 bedrooms,3 beds,1 bath
1522608,Entire rental unit,Entire home/apt,8125749,1 bedroom,2 beds,1 bath
1302691,Entire rental unit,Entire home/apt,5542111,2 bedrooms,3 beds,1 bath
1523675,Entire rental unit,Entire home/apt,8130428,1 bedroom,1 bed,1 bath
